entrezID_curated	Protein IDs	Majority protein IDs	Protein names	Fasta headers	Gene_name_orig	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value	species	Nuc_avg	Total_avg	valid_cnt	uid	multiple_gene_ids	gene_id_cnt	gene_id_replicate_cnt	gene_symbol_final	proteom_nuclear_logFC	proteom_nuclear_P.Value	proteom_nuclear_adj.P.Val	proteom_total_logFC	proteom_total_P.Value	proteom_total_adj.P.Val
10483	Q15437;Q5QPE2;Q5QPE1	Q15437;Q5QPE2	Protein transport protein Sec23B	>sp|Q15437|SC23B_HUMAN Protein transport protein Sec23B OS=Homo sapiens GN=SEC23B PE=1 SV=2;>tr|Q5QPE2|Q5QPE2_HUMAN Protein transport protein Sec23B (Fragment) OS=Homo sapiens GN=SEC23B PE=1 SV=1	SEC23B	-0.6818162	-0.3580841	-0.02012095	-0.07453221	0	Homo sapiens	-1.0399003	-0.09465316	4	4428	FALSE	0	1	SEC23B	-0.51995015	0.00339156794246139	0.0230909250749246	-0.04732658	0.404129296231779	0.581468240687847
9267	Q15438-3;Q15438-2;Q15438;K7ENH6;K7EKA2;K7ERV8;K7ENQ8	Q15438-3;Q15438-2;Q15438;K7ENH6;K7EKA2;K7ERV8;K7ENQ8	Cytohesin-1	>sp|Q15438-3|CYH1_HUMAN Isoform 3 of Cytohesin-1 OS=Homo sapiens GN=CYTH1;>sp|Q15438-2|CYH1_HUMAN Isoform 2 of Cytohesin-1 OS=Homo sapiens GN=CYTH1;>sp|Q15438|CYH1_HUMAN Cytohesin-1 OS=Homo sapiens GN=CYTH1 PE=1 SV=1;>tr|K7ENH6|K7ENH6_HUMAN Cytohesin-1 (Fr	CYTH1	NA	NA	0.01178193	-0.1827206	0.00084638	Homo sapiens	NA	-0.17093867	2	4429	FALSE	0	1	CYTH1	NA	NA	NA	-0.085469335	0.319818622118264	0.506031553534381
10291	Q15459;Q15459-2;H7C1L2;F8WB66;F8WC79	Q15459;Q15459-2	Splicing factor 3A subunit 1	>sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1;>sp|Q15459-2|SF3A1_HUMAN Isoform 2 of Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1	SF3A1	0.03829577	-0.0680296	-0.1062495	-0.08185803	0	Homo sapiens	-0.02973383	-0.18810753	4	4430	FALSE	0	1	SF3A1	-0.014866915	0.879471543468951	0.931460009092731	-0.094053765	0.136922338705484	0.321253380227338
6461	Q15464;Q15464-2	Q15464;Q15464-2	SH2 domain-containing adapter protein B	>sp|Q15464|SHB_HUMAN SH2 domain-containing adapter protein B OS=Homo sapiens GN=SHB PE=1 SV=2;>sp|Q15464-2|SHB_HUMAN Isoform 2 of SH2 domain-containing adapter protein B OS=Homo sapiens GN=SHB	SHB	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	4431	FALSE	0	1	SHB	NA	NA	NA	NA	NA	NA
10736,6495	Q15475;Q9NPC8	Q15475;Q9NPC8	Homeobox protein SIX1;Homeobox protein SIX2	>sp|Q15475|SIX1_HUMAN Homeobox protein SIX1 OS=Homo sapiens GN=SIX1 PE=1 SV=1;>sp|Q9NPC8|SIX2_HUMAN Homeobox protein SIX2 OS=Homo sapiens GN=SIX2 PE=1 SV=1	SIX1;SIX2	-0.2243342	-0.4062542	-0.3069837	NA	0	Homo sapiens	-0.6305884	-0.3069837	3	4432	TRUE	0	1	SIX1,SIX2	-0.3152942	0.0180953701406827	0.065881984870489	-0.3069837	0.0573156258200403	0.218086770946433
6499	Q15477;H7C4L3	Q15477	Helicase SKI2W	>sp|Q15477|SKIV2_HUMAN Helicase SKI2W OS=Homo sapiens GN=SKIV2L PE=1 SV=3	SKIV2L	-0.4342078	-0.7804876	-0.06508349	0.05241581	0	Homo sapiens	-1.2146954	-0.01266768	4	4433	FALSE	0	1	SKIV2L	-0.6073477	0.00174420676715145	0.0152571405649115	-0.00633384	0.918788060481229	0.952177109280248
6835	Q15527	Q15527	Surfeit locus protein 2	>sp|Q15527|SURF2_HUMAN Surfeit locus protein 2 OS=Homo sapiens GN=SURF2 PE=1 SV=3	SURF2	NA	NA	0.01806431	-0.05589118	0	Homo sapiens	NA	-0.03782687	2	4434	FALSE	0	1	SURF2	NA	NA	NA	-0.018913435	0.735229382634562	0.841651014642823
6760	Q15532-2;Q15532;J3KRP6;J3QS72;X6R3J2;J3QQM2;J3KT74;J3QQW2;F5GWN1;B4DLD3;J3QSB3;J3QSG1;J3QQW6;J3QLJ7;J3QQX5;J3KT22	Q15532-2;Q15532;J3KRP6;J3QS72;X6R3J2;J3QQM2;J3KT74;J3QQW2;F5GWN1	Protein SSXT	>sp|Q15532-2|SSXT_HUMAN Isoform 2 of Protein SSXT OS=Homo sapiens GN=SS18;>sp|Q15532|SSXT_HUMAN Protein SSXT OS=Homo sapiens GN=SS18 PE=1 SV=3;>tr|J3KRP6|J3KRP6_HUMAN CD63 antigen OS=Homo sapiens GN=CD63 PE=4 SV=1;>tr|J3QS72|J3QS72_HUMAN CD63 antigen OS=Ho	SS18	0.03097168	-0.1967895	0.09328973	0.2686739	0	Homo sapiens	-0.16581782	0.36196363	4	4435	FALSE	0	1	SS18	-0.08290891	0.448583388768312	0.608791741899852	0.180981815	0.0742719999882723	0.24353241010842
6877	Q15542-2;Q15542	Q15542-2;Q15542	Transcription initiation factor TFIID subunit 5	>sp|Q15542-2|TAF5_HUMAN Isoform Short of Transcription initiation factor TFIID subunit 5 OS=Homo sapiens GN=TAF5;>sp|Q15542|TAF5_HUMAN Transcription initiation factor TFIID subunit 5 OS=Homo sapiens GN=TAF5 PE=1 SV=3	TAF5	-0.04762168	-0.1694688	-0.07220975	-0.1061253	0	Homo sapiens	-0.21709048	-0.17833505	4	4436	FALSE	0	1	TAF5	-0.10854524	0.294928842085613	0.453458399764343	-0.089167525	0.154743484504855	0.343339319395669
6879	Q15545	Q15545	Transcription initiation factor TFIID subunit 7	>sp|Q15545|TAF7_HUMAN Transcription initiation factor TFIID subunit 7 OS=Homo sapiens GN=TAF7 PE=1 SV=1	TAF7	-0.139204	-0.1413983	-0.5989594	NA	0	Homo sapiens	-0.2806023	-0.5989594	3	4437	FALSE	0	1	TAF7	-0.14030115	0.175249137284672	0.319309868781393	-0.5989594	0.0152423315654278	0.148850274163976
7014	Q15554;U3KQ35;H3BR06;J3KSZ6;H3BTA7;Q15554-4;J3KSJ9	Q15554;U3KQ35;H3BR06	Telomeric repeat-binding factor 2	>sp|Q15554|TERF2_HUMAN Telomeric repeat-binding factor 2 OS=Homo sapiens GN=TERF2 PE=1 SV=3;>tr|U3KQ35|U3KQ35_HUMAN Telomeric repeat-binding factor 2 (Fragment) OS=Homo sapiens GN=TERF2 PE=1 SV=1;>tr|H3BR06|H3BR06_HUMAN Telomeric repeat-binding factor 2 (F	TERF2	0.003602319	0.02913487	NA	-0.6313099	0	Homo sapiens	0.032737189	-0.6313099	3	4438	FALSE	0	1	TERF2	0.0163685945	0.864100834783085	0.92259589913458	-0.6313099	0.0136897230243626	0.146394226028297
10982	Q15555;Q15555-2;Q15555-4;Q15555-5;Q15555-3;M0QX52;K7EL66;K7ERD8;K7ENB3	Q15555;Q15555-2;Q15555-4;Q15555-5;Q15555-3	Microtubule-associated protein RP/EB family member 2	>sp|Q15555|MARE2_HUMAN Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens GN=MAPRE2 PE=1 SV=1;>sp|Q15555-2|MARE2_HUMAN Isoform 2 of Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens GN=MAPRE2;>sp|Q15555-4|MARE2_HUMAN Is	MAPRE2	-0.1419235	NA	0.2306949	0.05921687	0	Homo sapiens	-0.1419235	0.28991177	3	4439	FALSE	0	1	MAPRE2	-0.1419235	0.360804065300257	0.525016357459359	0.144955885	0.117863714871822	0.297855939521544
7004	Q15561-3;Q53GI4;Q15561;Q15561-2	Q15561-3;Q53GI4;Q15561;Q15561-2	Transcriptional enhancer factor TEF-3	>sp|Q15561-3|TEAD4_HUMAN Isoform 3 of Transcriptional enhancer factor TEF-3 OS=Homo sapiens GN=TEAD4;>tr|Q53GI4|Q53GI4_HUMAN TEA domain family member 4 isoform 1 variant (Fragment) OS=Homo sapiens GN=TEAD4 PE=2 SV=1;>sp|Q15561|TEAD4_HUMAN Transcriptional e	TEAD4	-0.3585835	0.1406477	NA	NA	0	Homo sapiens	-0.2179358	NA	2	4440	FALSE	0	1	TEAD4	-0.1089679	0.453226960156624	0.612448604776649	NA	NA	NA
8463	Q15562;Q15562-2;Q15562-4;Q15562-3	Q15562;Q15562-2;Q15562-4	Transcriptional enhancer factor TEF-4	>sp|Q15562|TEAD2_HUMAN Transcriptional enhancer factor TEF-4 OS=Homo sapiens GN=TEAD2 PE=1 SV=2;>sp|Q15562-2|TEAD2_HUMAN Isoform 2 of Transcriptional enhancer factor TEF-4 OS=Homo sapiens GN=TEAD2;>sp|Q15562-4|TEAD2_HUMAN Isoform 4 of Transcriptional enhan	TEAD2	NA	NA	NA	NA	0.00043655	Homo sapiens	NA	NA	0	4441	FALSE	0	1	TEAD2	NA	NA	NA	NA	NA	NA
9013	Q15572-2;Q15572-6;Q15572;H3BUZ7;H3BNH3;H3BR91;H3BR71;Q15572-5;Q15572-4	Q15572-2;Q15572-6;Q15572;H3BUZ7;H3BNH3;H3BR91;H3BR71;Q15572-5;Q15572-4	TATA box-binding protein-associated factor RNA polymerase I subunit C	>sp|Q15572-2|TAF1C_HUMAN Isoform 2 of TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Homo sapiens GN=TAF1C;>sp|Q15572-6|TAF1C_HUMAN Isoform 6 of TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Homo sapiens	TAF1C	NA	-0.2824739	NA	NA	0.00084926	Homo sapiens	-0.2824739	NA	1	4442	FALSE	0	1	TAF1C	-0.2824739	0.100898832394587	0.22094778786769	NA	NA	NA
7045	Q15582;H0Y8L3;S4R3C6;H0YAB8;H0Y9D7;D6RBX4;H0YAH8	Q15582;H0Y8L3	Transforming growth factor-beta-induced protein ig-h3	>sp|Q15582|BGH3_HUMAN Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens GN=TGFBI PE=1 SV=1;>tr|H0Y8L3|H0Y8L3_HUMAN Transforming growth factor-beta-induced protein ig-h3 (Fragment) OS=Homo sapiens GN=TGFBI PE=4 SV=1	TGFBI	0.4801617	0.8076023	1.0229	0.5625721	0	Homo sapiens	1.287764	1.5854721	4	4443	FALSE	0	1	TGFBI	0.643882	0.00115876168741772	0.0121175832208845	0.79273605	0.00976834346561756	0.142815316563297
9351	Q15599;Q15599-2;H3BN50;Q15599-3;H3BQS0;H3BUQ9;H3BMF5	Q15599;Q15599-2;H3BN50;Q15599-3;H3BQS0;H3BUQ9	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	>sp|Q15599|NHRF2_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens GN=SLC9A3R2 PE=1 SV=2;>sp|Q15599-2|NHRF2_HUMAN Isoform 2 of Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens GN=SLC9A3R2;>tr|H3BN50|H3BN50_HUMAN Na(+)/H(+	SLC9A3R2	0.5134907	0.5152079	0.2245343	0.01049345	0	Homo sapiens	1.0286986	0.23502775	4	4444	FALSE	0	1	SLC9A3R2	0.5143493	0.00125539716242452	0.0127212403961656	0.117513875	0.219820787861654	0.409166940831279
8717	Q15628-2;Q15628	Q15628-2;Q15628	Tumor necrosis factor receptor type 1-associated DEATH domain protein	>sp|Q15628-2|TRADD_HUMAN Isoform 2 of Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens GN=TRADD;>sp|Q15628|TRADD_HUMAN Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens GN=TRADD PE=1	TRADD	NA	NA	NA	-0.1188679	0.0050292	Homo sapiens	NA	-0.1188679	1	4445	FALSE	0	1	TRADD	NA	NA	NA	-0.1188679	0.270489835673476	0.459150813496152
6895	Q15633-2;Q15633;H3BV98;F8VYK6;F8VZZ7;F8VP94;F8VW32;F8VYK3;F8VZ57	Q15633-2;Q15633;H3BV98	RISC-loading complex subunit TARBP2	>sp|Q15633-2|TRBP2_HUMAN Isoform 2 of RISC-loading complex subunit TARBP2 OS=Homo sapiens GN=TARBP2;>sp|Q15633|TRBP2_HUMAN RISC-loading complex subunit TARBP2 OS=Homo sapiens GN=TARBP2 PE=1 SV=3;>tr|H3BV98|H3BV98_HUMAN RISC-loading complex subunit TARBP2 (	TARBP2	-0.277499	-0.02523577	-0.3333343	0.3907777	0	Homo sapiens	-0.30273477	0.0574434	4	4446	FALSE	0	1	TARBP2	-0.151367385	0.19750473178049	0.344789243300556	0.0287217	0.900069525695349	0.940165291016186
7536	Q15637-5;Q15637-7;C9J792	Q15637-5;Q15637-7	Splicing factor 1	>sp|Q15637-5|SF01_HUMAN Isoform 5 of Splicing factor 1 OS=Homo sapiens GN=SF1;>sp|Q15637-7|SF01_HUMAN Isoform 7 of Splicing factor 1 OS=Homo sapiens GN=SF1	SF1	-0.3494008	NA	NA	NA	0.00057339	Homo sapiens	-0.3494008	NA	1	4447	FALSE	0	4	SF1	-0.178062968333333	0.116311081307111	0.242515539596049	-0.12920363875	0.0720999658823135	0.239787450362259
7536	Q15637-6;Q15637-2;Q15637-4;Q15637-3;Q15637;F8WEV5	Q15637-6;Q15637-2;Q15637-4;Q15637-3;Q15637	Splicing factor 1	>sp|Q15637-6|SF01_HUMAN Isoform 6 of Splicing factor 1 OS=Homo sapiens GN=SF1;>sp|Q15637-2|SF01_HUMAN Isoform 2 of Splicing factor 1 OS=Homo sapiens GN=SF1;>sp|Q15637-4|SF01_HUMAN Isoform 4 of Splicing factor 1 OS=Homo sapiens GN=SF1;>sp|Q15637-3|SF01_HUMA	SF1	-0.02836629	-0.2967753	-0.2173063	-0.2794938	0	Homo sapiens	-0.32514159	-0.4968001	4	4448	FALSE	0	4	SF1	-0.178062968333333	0.116311081307111	0.242515539596049	-0.12920363875	0.0720999658823135	0.239787450362259
9322	Q15642;Q15642-2;Q15642-4;W4VSQ9;Q15642-3;M0R0F9;Q15642-5;M0R2H7;M0R070	Q15642;Q15642-2;Q15642-4;W4VSQ9;Q15642-3;M0R0F9;Q15642-5;M0R2H7	Cdc42-interacting protein 4	>sp|Q15642|CIP4_HUMAN Cdc42-interacting protein 4 OS=Homo sapiens GN=TRIP10 PE=1 SV=3;>sp|Q15642-2|CIP4_HUMAN Isoform 2 of Cdc42-interacting protein 4 OS=Homo sapiens GN=TRIP10;>sp|Q15642-4|CIP4_HUMAN Isoform 4 of Cdc42-interacting protein 4 OS=Homo sapien	TRIP10	-0.1644154	-0.06360513	-0.01118081	-0.1374415	0	Homo sapiens	-0.22802053	-0.14862231	4	4449	FALSE	0	1	TRIP10	-0.114010265	0.2688539570839	0.427841221148317	-0.074311155	0.293090292554382	0.480034371048528
9319	Q15645;H0YAL2;Q15645-2	Q15645;H0YAL2	Pachytene checkpoint protein 2 homolog	>sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens GN=TRIP13 PE=1 SV=2;>tr|H0YAL2|H0YAL2_HUMAN Pachytene checkpoint protein 2 homolog (Fragment) OS=Homo sapiens GN=TRIP13 PE=1 SV=1	TRIP13	-0.4281	-0.2764152	0.07272322	-0.04625051	0	Homo sapiens	-0.7045152	0.02647271	4	4450	FALSE	0	1	TRIP13	-0.3522576	0.0102909082665172	0.045202537923358	0.013236355	0.832497283371599	0.900478989242639
8638	Q15646;Q15646-3;Q15646-2;H0YGP3	Q15646;Q15646-3	2-5-oligoadenylate synthase-like protein	>sp|Q15646|OASL_HUMAN 2-5-oligoadenylate synthase-like protein OS=Homo sapiens GN=OASL PE=1 SV=2;>sp|Q15646-3|OASL_HUMAN Isoform 3 of 2-5-oligoadenylate synthase-like protein OS=Homo sapiens GN=OASL	OASL	-0.5376335	-0.2416456	-0.9221281	-0.6890084	0	Homo sapiens	-0.7792791	-1.6111365	4	4451	FALSE	0	1	OASL	-0.38963955	0.0114031930912328	0.0477911517339375	-0.80556825	0.00188648820604334	0.13539899091682
5469	Q15648;Q15648-3	Q15648	Mediator of RNA polymerase II transcription subunit 1	>sp|Q15648|MED1_HUMAN Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens GN=MED1 PE=1 SV=4	MED1	0.1486088	-0.07733022	0.05616735	0.05547326	0	Homo sapiens	0.07127858	0.11164061	4	4452	FALSE	0	1	MED1	0.03563929	0.739160017794721	0.834799190680519	0.055820305	0.314515416640339	0.500252867412193
9326	Q15649-2;Q15649;A0A087WTR0;A0A087X045	Q15649-2;Q15649	Zinc finger HIT domain-containing protein 3	>sp|Q15649-2|ZNHI3_HUMAN Isoform 2 of Zinc finger HIT domain-containing protein 3 OS=Homo sapiens GN=ZNHIT3;>sp|Q15649|ZNHI3_HUMAN Zinc finger HIT domain-containing protein 3 OS=Homo sapiens GN=ZNHIT3 PE=1 SV=2	ZNHIT3	NA	NA	0.1566554	NA	0	Homo sapiens	NA	0.1566554	1	4453	FALSE	0	1	ZNHIT3	NA	NA	NA	0.1566554	0.183680195605849	0.377162892120778
9325	Q15650;H0YL91;H0YLN7	Q15650;H0YL91	Activating signal cointegrator 1	>sp|Q15650|TRIP4_HUMAN Activating signal cointegrator 1 OS=Homo sapiens GN=TRIP4 PE=1 SV=4;>tr|H0YL91|H0YL91_HUMAN Activating signal cointegrator 1 OS=Homo sapiens GN=TRIP4 PE=1 SV=1	TRIP4	NA	NA	0.1240634	0.5719195	0	Homo sapiens	NA	0.6959829	2	4454	FALSE	0	1	TRIP4	NA	NA	NA	0.34799145	0.0800415900742425	0.25280226543513
9324	Q15651	Q15651	High mobility group nucleosome-binding domain-containing protein 3	>sp|Q15651|HMGN3_HUMAN High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens GN=HMGN3 PE=1 SV=2	HMGN3	NA	NA	NA	NA	0.00030516	Homo sapiens	NA	NA	0	4455	FALSE	0	1	HMGN3	NA	NA	NA	NA	NA	NA
221037	Q15652-3;Q15652;H7BXU7;Q15652-2	Q15652-3;Q15652;H7BXU7	Probable JmjC domain-containing histone demethylation protein 2C	>sp|Q15652-3|JHD2C_HUMAN Isoform 3 of Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens GN=JMJD1C;>sp|Q15652|JHD2C_HUMAN Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens GN=JMJD1C PE=1 SV=2;>tr	JMJD1C	0.4286784	0.6035967	NA	NA	0	Homo sapiens	1.0322751	NA	2	4456	FALSE	0	1	JMJD1C	0.51613755	0.00176825602450457	0.0154015476761219	NA	NA	NA
7205	Q15654;H7BZE2	Q15654	Thyroid receptor-interacting protein 6	>sp|Q15654|TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens GN=TRIP6 PE=1 SV=3	TRIP6	-0.3379951	-0.3242382	0.03083044	-0.02051602	0	Homo sapiens	-0.6622333	0.01031442	4	4457	FALSE	0	1	TRIP6	-0.33111665	0.0107285130892914	0.0461417615054827	0.00515721	0.922352465498867	0.953425320413328
5784	Q15678	Q15678	Tyrosine-protein phosphatase non-receptor type 14	>sp|Q15678|PTN14_HUMAN Tyrosine-protein phosphatase non-receptor type 14 OS=Homo sapiens GN=PTPN14 PE=1 SV=2	PTPN14	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	4458	FALSE	0	1	PTPN14	NA	NA	NA	NA	NA	NA
22919	Q15691	Q15691	Microtubule-associated protein RP/EB family member 1	>sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3	MAPRE1	0.3492521	0.170566	0.1419559	0.1333004	0	Homo sapiens	0.5198181	0.2752563	4	4459	FALSE	0	1	MAPRE1	0.25990905	0.0376398739784716	0.109850953614459	0.13762815	0.0577230649462687	0.218455440171359
8233	Q15696;Q15695	Q15696	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2	>sp|Q15696|U2AFM_HUMAN U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 OS=Homo sapiens GN=ZRSR2 PE=1 SV=2	ZRSR2	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	4460	FALSE	0	1	ZRSR2	NA	NA	NA	NA	NA	NA
8848,9819	Q15714;Q15714-2;Q15714-3;A0A087X0H8;H0Y865;O75157-2;O75157;Q15714-4	Q15714;Q15714-2;Q15714-3;A0A087X0H8;H0Y865;O75157-2;O75157	TSC22 domain family protein 1;TSC22 domain family protein 2	>sp|Q15714|T22D1_HUMAN TSC22 domain family protein 1 OS=Homo sapiens GN=TSC22D1 PE=1 SV=3;>sp|Q15714-2|T22D1_HUMAN Isoform 2 of TSC22 domain family protein 1 OS=Homo sapiens GN=TSC22D1;>sp|Q15714-3|T22D1_HUMAN Isoform 3 of TSC22 domain family protein 1 OS=	TSC22D1;TSC22D2	NA	NA	0.1015157	0.1814206	0	Homo sapiens	NA	0.2829363	2	4461	TRUE	0	1	TSC22D1,TSC22D2	NA	NA	NA	0.14146815	0.0694982309416876	0.236254294918612
1994	Q15717;Q15717-2;M0QZR9;M0R055	Q15717;Q15717-2	ELAV-like protein 1	>sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2;>sp|Q15717-2|ELAV1_HUMAN Isoform 2 of ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1	ELAVL1	0.03745244	-0.05830776	0.04278438	0.01292609	0	Homo sapiens	-0.02085532	0.05571047	4	4462	FALSE	0	1	ELAVL1	-0.01042766	0.914836839159628	0.952343198139969	0.027855235	0.59658489197283	0.739137121462887
1998	Q15723-2;Q15723-3;Q15723-1;Q15723;Q15723-4;D6R9B1;D6RHI1	Q15723-2;Q15723-3;Q15723-1;Q15723;Q15723-4	ETS-related transcription factor Elf-2	>sp|Q15723-2|ELF2_HUMAN Isoform 2 of ETS-related transcription factor Elf-2 OS=Homo sapiens GN=ELF2;>sp|Q15723-3|ELF2_HUMAN Isoform 3 of ETS-related transcription factor Elf-2 OS=Homo sapiens GN=ELF2;>sp|Q15723-1|ELF2_HUMAN Isoform 1 of ETS-related transcr	ELF2	0.4636224	0.001009529	NA	NA	0	Homo sapiens	0.464631929	NA	2	4463	FALSE	0	1	ELF2	0.2323159645	0.124765365185841	0.253939368281265	NA	NA	NA
50814	Q15738;C9JDR0	Q15738;C9JDR0	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	>sp|Q15738|NSDHL_HUMAN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2;>tr|C9JDR0|C9JDR0_HUMAN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (Fragment) OS=Homo sapiens GN=NSDHL PE=1 SV=1	NSDHL	-0.8130684	-0.3542061	-0.01687687	0.04879416	0	Homo sapiens	-1.1672745	0.03191729	4	4464	FALSE	0	1	NSDHL	-0.58363725	0.00394530120085344	0.0251036688558977	0.015958645	0.770763481878107	0.864024654097122
4665	Q15742-2;Q15742-3;Q15742	Q15742-2;Q15742-3;Q15742	NGFI-A-binding protein 2	>sp|Q15742-2|NAB2_HUMAN Isoform 2 of NGFI-A-binding protein 2 OS=Homo sapiens GN=NAB2;>sp|Q15742-3|NAB2_HUMAN Isoform 3 of NGFI-A-binding protein 2 OS=Homo sapiens GN=NAB2;>sp|Q15742|NAB2_HUMAN NGFI-A-binding protein 2 OS=Homo sapiens GN=NAB2 PE=1 SV=1	NAB2	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	4465	FALSE	0	1	NAB2	NA	NA	NA	NA	NA	NA
10454	Q15750;Q15750-2	Q15750;Q15750-2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	>sp|Q15750|TAB1_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens GN=TAB1 PE=1 SV=1;>sp|Q15750-2|TAB1_HUMAN Isoform 2 of TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens GN=TAB1	TAB1	NA	NA	0.07587489	-0.3849604	0	Homo sapiens	NA	-0.30908551	2	4466	FALSE	0	1	TAB1	NA	NA	NA	-0.154542755	0.34493782869328	0.528526736253167
8925	Q15751;H0YNB1	Q15751;H0YNB1	Probable E3 ubiquitin-protein ligase HERC1	>sp|Q15751|HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=2;>tr|H0YNB1|H0YNB1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 (Fragment) OS=Homo sapiens GN=HERC1 PE=1 SV=1	HERC1	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	4467	FALSE	0	1	HERC1	NA	NA	NA	NA	NA	NA
6510	Q15758;M0QXM4;Q15758-3;Q15758-2;M0QX44;M0R144	Q15758;M0QXM4;Q15758-3;Q15758-2	Neutral amino acid transporter B(0)	>sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2;>tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens GN=SLC1A5 PE=1 SV=1;>sp|Q15758-3|AAAT_HUMAN Isoform 3 of Neutral amino acid transporter B(0) OS=Hom	SLC1A5	-0.9231673	-0.1713684	-0.7504454	-0.4033701	0	Homo sapiens	-1.0945357	-1.1538155	4	4468	FALSE	0	1	SLC1A5	-0.54726785	0.0207649418662342	0.0725618370603651	-0.57690775	0.0121585919859671	0.14570159254192
8079	Q15773;F5H0Y3;F5H7L5;F5H800	Q15773	Myeloid leukemia factor 2	>sp|Q15773|MLF2_HUMAN Myeloid leukemia factor 2 OS=Homo sapiens GN=MLF2 PE=1 SV=1	MLF2	0.5237627	-0.04229339	0.1204847	-0.3102357	0	Homo sapiens	0.48146931	-0.189751	4	4469	FALSE	0	1	MLF2	0.240734655	0.149974974249973	0.287628060944197	-0.0948755	0.519628456308848	0.681221945966819
7745	Q15776;Q15776-2	Q15776;Q15776-2	Zinc finger protein with KRAB and SCAN domains 8	>sp|Q15776|ZKSC8_HUMAN Zinc finger protein with KRAB and SCAN domains 8 OS=Homo sapiens GN=ZKSCAN8 PE=1 SV=2;>sp|Q15776-2|ZKSC8_HUMAN Isoform 2 of Zinc finger protein with KRAB and SCAN domains 8 OS=Homo sapiens GN=ZKSCAN8	ZKSCAN8	-0.6751203	-0.07892934	NA	NA	0	Homo sapiens	-0.75404964	NA	2	4470	FALSE	0	1	ZKSCAN8	-0.37702482	0.0459739098190964	0.126466950579804	NA	NA	NA
10953	Q15785	Q15785	Mitochondrial import receptor subunit TOM34	>sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens GN=TOMM34 PE=1 SV=2	TOMM34	-0.13949	-0.02699866	0.01035019	0.1096949	0	Homo sapiens	-0.16648866	0.12004509	4	4471	FALSE	0	1	TOMM34	-0.08324433	0.410785889377279	0.571157371717557	0.060022545	0.348743932938007	0.531335822402092
