Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Gene name	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value
Q13867;K7ESE8;K7ES02;J3KSD8;J3KS79;K7ENH5	Q13867;K7ESE8;K7ES02;J3KSD8	Bleomycin hydrolase	BLMH	>sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1;>tr|K7ESE8|K7ESE8_HUMAN Bleomycin hydrolase (Fragment) OS=Homo sapiens GN=BLMH PE=1 SV=1;>tr|K7ES02|K7ES02_HUMAN Bleomycin hydrolase (Fragment) OS=Homo sapiens GN=BLMH PE=1 SV=1;>t	BLMH	NaN	NaN	-0.03286092	-0.00314848	0
Q13868;Q13868-2;A3KFL2;A3KFL5;A3KFL4;A3KFL1	Q13868;Q13868-2;A3KFL2;A3KFL5;A3KFL4;A3KFL1	Exosome complex component RRP4	EXOSC2	>sp|Q13868|EXOS2_HUMAN Exosome complex component RRP4 OS=Homo sapiens GN=EXOSC2 PE=1 SV=2;>sp|Q13868-2|EXOS2_HUMAN Isoform 2 of Exosome complex component RRP4 OS=Homo sapiens GN=EXOSC2;>tr|A3KFL2|A3KFL2_HUMAN Exosome complex component RRP4 OS=Homo sapiens	EXOSC2	-0.05068168	-0.06537031	-0.2246376	-0.3205762	0
Q13873	Q13873	Bone morphogenetic protein receptor type-2	BMPR2	>sp|Q13873|BMPR2_HUMAN Bone morphogenetic protein receptor type-2 OS=Homo sapiens GN=BMPR2 PE=1 SV=2	BMPR2	NaN	NaN	NaN	NaN	0
Q13882;Q13882-2	Q13882	Protein-tyrosine kinase 6	PTK6	>sp|Q13882|PTK6_HUMAN Protein-tyrosine kinase 6 OS=Homo sapiens GN=PTK6 PE=1 SV=1	PTK6	NaN	NaN	0.2123825	0.4089292	0.0011214
Q13885	Q13885	Tubulin beta-2A chain	TUBB2A	>sp|Q13885|TBB2A_HUMAN Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1	TUBB2A	NaN	NaN	-0.08721215	0.09976643	0.00030189
Q13887;A2TJX0;Q13887-2;Q13887-3	Q13887;A2TJX0;Q13887-2	Krueppel-like factor 5	KLF5	>sp|Q13887|KLF5_HUMAN Krueppel-like factor 5 OS=Homo sapiens GN=KLF5 PE=1 SV=2;>tr|A2TJX0|A2TJX0_HUMAN Krueppel-like factor 5 OS=Homo sapiens GN=KLF5 PE=2 SV=1;>sp|Q13887-2|KLF5_HUMAN Isoform 2 of Krueppel-like factor 5 OS=Homo sapiens GN=KLF5	KLF5	-0.2809655	-0.4853172	NaN	NaN	0
Q6P1K8;Q13888;D6RID8;R4GMS9;D6RJD3;D6RIT7;D6RGC9;D6RAW1	Q6P1K8;Q13888;D6RID8;R4GMS9;D6RJD3	General transcription factor IIH subunit 2-like protein;General transcription factor IIH subunit 2	GTF2H2C;GTF2H2	>sp|Q6P1K8|T2H2L_HUMAN General transcription factor IIH subunit 2-like protein OS=Homo sapiens GN=GTF2H2C PE=1 SV=1;>sp|Q13888|TF2H2_HUMAN General transcription factor IIH subunit 2 OS=Homo sapiens GN=GTF2H2 PE=1 SV=1;>tr|D6RID8|D6RID8_HUMAN General transc	GTF2H2;GTF2H2C	0.2532632	0.2284801	-0.2478509	-0.3090019	0
Q13895;H7BY94;F8WBL2	Q13895	Bystin	BYSL	>sp|Q13895|BYST_HUMAN Bystin OS=Homo sapiens GN=BYSL PE=1 SV=3	BYSL	0.04012096	0.03632757	0.02190613	0.1252544	0
Q5JUE6;Q13905-2;Q13905;Q68DL3;Q13905-3;H0Y6R4	Q5JUE6;Q13905-2;Q13905;Q68DL3;Q13905-3	Rap guanine nucleotide exchange factor 1	RAPGEF1;DKFZp781P1719	>tr|Q5JUE6|Q5JUE6_HUMAN Rap guanine nucleotide exchange factor 1 (Fragment) OS=Homo sapiens GN=RAPGEF1 PE=1 SV=1;>sp|Q13905-2|RPGF1_HUMAN Isoform Short of Rap guanine nucleotide exchange factor 1 OS=Homo sapiens GN=RAPGEF1;>sp|Q13905|RPGF1_HUMAN Rap guanin	DKFZp781P1719;RAPGEF1	NaN	NaN	NaN	NaN	0
Q13907;Q13907-2;C9JKM8;C9JD53;Q9BXS1	Q13907;Q13907-2	Isopentenyl-diphosphate Delta-isomerase 1	IDI1	>sp|Q13907|IDI1_HUMAN Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens GN=IDI1 PE=1 SV=2;>sp|Q13907-2|IDI1_HUMAN Isoform 2 of Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens GN=IDI1	IDI1	NaN	NaN	0.2446436	0.2614706	0
Q13946-3;Q13946-2;Q13946;E5RG23	Q13946-3;Q13946-2;Q13946;E5RG23	"High affinity cAMP-specific 3,5-cyclic phosphodiesterase 7A"	PDE7A	">sp|Q13946-3|PDE7A_HUMAN Isoform PDE7A3 of High affinity cAMP-specific 3,5-cyclic phosphodiesterase 7A OS=Homo sapiens GN=PDE7A;>sp|Q13946-2|PDE7A_HUMAN Isoform PDE7A2 of High affinity cAMP-specific 3,5-cyclic phosphodiesterase 7A OS=Homo sapiens GN=PD"	PDE7A	NaN	NaN	NaN	NaN	0.00057463
Q13948;Q13948-10;Q13948-2;P39880-9;Q13948-9	Q13948;Q13948-10;Q13948-2;P39880-9;Q13948-9	Protein CASP;Homeobox protein cut-like 1	CUX1	>sp|Q13948|CASP_HUMAN Protein CASP OS=Homo sapiens GN=CUX1 PE=1 SV=2;>sp|Q13948-10|CASP_HUMAN Isoform 10 of Protein CASP OS=Homo sapiens GN=CUX1;>sp|Q13948-2|CASP_HUMAN Isoform 8 of Protein CASP OS=Homo sapiens GN=CUX1;>sp|P39880-9|CUX1_HUMAN Isoform 11 of	CUX1	NaN	NaN	NaN	NaN	0.0012603
Q13950-3;I3L354;Q13761;Q13761-2	Q13950-3;I3L354	Runt-related transcription factor 2	RUNX2	>sp|Q13950-3|RUNX2_HUMAN Isoform 3 of Runt-related transcription factor 2 OS=Homo sapiens GN=RUNX2;>tr|I3L354|I3L354_HUMAN Runt-related transcription factor 2 OS=Homo sapiens GN=RUNX2 PE=4 SV=1	RUNX2	-0.1273367	0.3947336	NaN	NaN	0
Q13951	Q13951	Core-binding factor subunit beta	CBFB	>sp|Q13951|PEBB_HUMAN Core-binding factor subunit beta OS=Homo sapiens GN=CBFB PE=1 SV=2	CBFB	0.01221106	0.1953476	NaN	NaN	0.003436
Q13951-2;H3BSC0;J3KTD8	Q13951-2;H3BSC0	Core-binding factor subunit beta	CBFB	>sp|Q13951-2|PEBB_HUMAN Isoform 2 of Core-binding factor subunit beta OS=Homo sapiens GN=CBFB;>tr|H3BSC0|H3BSC0_HUMAN Core-binding factor subunit beta (Fragment) OS=Homo sapiens GN=CBFB PE=1 SV=1	CBFB	-0.1055509	0.0618453	0.1164979	0.1123665	0
Q13952-3;Q13952;Q5T6K7;E9PI99;Q13952-6;Q5T6K5;Q13952-7;Q13952-2;Q13952-5;Q13952-4;E9PL11;E9PJA8;E9PQR2;A0A087WXG1	Q13952-3;Q13952;Q5T6K7;E9PI99;Q13952-6;Q5T6K5;Q13952-7;Q13952-2;Q13952-5;Q13952-4	Nuclear transcription factor Y subunit gamma	NFYC	>sp|Q13952-3|NFYC_HUMAN Isoform 2 of Nuclear transcription factor Y subunit gamma OS=Homo sapiens GN=NFYC;>sp|Q13952|NFYC_HUMAN Nuclear transcription factor Y subunit gamma OS=Homo sapiens GN=NFYC PE=1 SV=3;>tr|Q5T6K7|Q5T6K7_HUMAN Nuclear transcription fac	NFYC	0.06225996	-0.008072794	0.153546	0.1723594	0
Q14004-2;Q14004;A0A087X209;Q9BVE2	Q14004-2;Q14004	Cyclin-dependent kinase 13	CDK13	>sp|Q14004-2|CDK13_HUMAN Isoform 2 of Cyclin-dependent kinase 13 OS=Homo sapiens GN=CDK13;>sp|Q14004|CDK13_HUMAN Cyclin-dependent kinase 13 OS=Homo sapiens GN=CDK13 PE=1 SV=2	CDK13	0.04753833	-0.05715148	NaN	NaN	0
Q14008-2;Q14008;Q14008-3;E9PQH5;H0YDX5;H0YCF6;H0YEK7	Q14008-2;Q14008;Q14008-3	Cytoskeleton-associated protein 5	CKAP5	>sp|Q14008-2|CKAP5_HUMAN Isoform 2 of Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5;>sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3;>sp|Q14008-3|CKAP5_HUMAN Isoform 3 of Cytoskeleton-associated prote	CKAP5	0.04012096	0.004177767	0.03477915	-0.008116291	0
Q14011;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;Q14011-2;D6W5Y5;K7EQX4;K7ENN6;K7EIF7;K7EQL0	Q14011;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;Q14011-2;D6W5Y5	Cold-inducible RNA-binding protein	CIRBP	>sp|Q14011|CIRBP_HUMAN Cold-inducible RNA-binding protein OS=Homo sapiens GN=CIRBP PE=1 SV=1;>tr|K7ENX8|K7ENX8_HUMAN Cold-inducible RNA-binding protein (Fragment) OS=Homo sapiens GN=CIRBP PE=1 SV=2;>tr|K7ELV6|K7ELV6_HUMAN Cold-inducible RNA-binding protein	CIRBP	0.3893466	0.2159891	0.021764	0.01306909	0
Q14019;H3BT58	Q14019;H3BT58	Coactosin-like protein	COTL1	>sp|Q14019|COTL1_HUMAN Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3;>tr|H3BT58|H3BT58_HUMAN Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=1	COTL1	-0.1031005	0.1330374	-0.06709224	0.138028	0
Q14103-3;Q14103;H0Y8G5;H0YA96;Q14103-4;Q14103-2;D6RAF8;D6RD83;D6RF44;D6RBQ9	Q14103-3;Q14103;H0Y8G5;H0YA96;Q14103-4;Q14103-2;D6RAF8	Heterogeneous nuclear ribonucleoprotein D0	HNRNPD	>sp|Q14103-3|HNRPD_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD;>sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1;>tr|H0Y8G5|H0Y8G5_HUMAN Heterogeneous nuclear r	HNRNPD	0.04040144	-0.02319651	-0.03240345	-0.01368374	0
Q14108;Q14108-2;D6RDG0	Q14108;Q14108-2	Lysosome membrane protein 2	SCARB2	>sp|Q14108|SCRB2_HUMAN Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2;>sp|Q14108-2|SCRB2_HUMAN Isoform 2 of Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2	SCARB2	NaN	-0.1121316	-0.08323296	-0.4215539	0
Q14116;Q14116-2	Q14116;Q14116-2	Interleukin-18	IL18	>sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens GN=IL18 PE=1 SV=1;>sp|Q14116-2|IL18_HUMAN Isoform 2 of Interleukin-18 OS=Homo sapiens GN=IL18	IL18	-0.2090778	-0.01278101	0.04432424	0.07806332	0
Q14118	Q14118	Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan	DAG1	>sp|Q14118|DAG1_HUMAN Dystroglycan OS=Homo sapiens GN=DAG1 PE=1 SV=2	DAG1	NaN	NaN	NaN	NaN	0
Q14126;J3KSI6	Q14126	Desmoglein-2	DSG2	>sp|Q14126|DSG2_HUMAN Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2	DSG2	0.5709486	0.7331808	-0.02023806	0.3319345	0
Q14134;Q14134-2;E9PRL4;E9PI31;E9PLI4;E9PJ94;E9PJ25;H0YCT2;E9PIQ2;H0YF27;H0YD78;E9PM74;E9PPX1;H0YCK2;E9PJD4	Q14134;Q14134-2	Tripartite motif-containing protein 29	TRIM29	>sp|Q14134|TRI29_HUMAN Tripartite motif-containing protein 29 OS=Homo sapiens GN=TRIM29 PE=1 SV=2;>sp|Q14134-2|TRI29_HUMAN Isoform Beta of Tripartite motif-containing protein 29 OS=Homo sapiens GN=TRIM29	TRIM29	0.47892	0.03407487	0.03463829	-0.3540586	0
Q14137;Q14137-2;A0A075B729	Q14137;Q14137-2	Ribosome biogenesis protein BOP1	BOP1	>sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2;>sp|Q14137-2|BOP1_HUMAN Isoform 2 of Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1	BOP1	-0.184064	0.05797008	-0.09277089	-0.10771	0
Q14139;Q14139-2;B7Z7P0	Q14139;Q14139-2;B7Z7P0	Ubiquitin conjugation factor E4 A	UBE4A	>sp|Q14139|UBE4A_HUMAN Ubiquitin conjugation factor E4 A OS=Homo sapiens GN=UBE4A PE=1 SV=2;>sp|Q14139-2|UBE4A_HUMAN Isoform 2 of Ubiquitin conjugation factor E4 A OS=Homo sapiens GN=UBE4A;>tr|B7Z7P0|B7Z7P0_HUMAN Ubiquitin conjugation factor E4 A OS=Homo s	UBE4A	NaN	NaN	-0.06491752	-0.4227525	0
Q14142;Q14142-3;Q14142-2;Q14142-4	Q14142;Q14142-3;Q14142-2	Tripartite motif-containing protein 14	TRIM14	>sp|Q14142|TRI14_HUMAN Tripartite motif-containing protein 14 OS=Homo sapiens GN=TRIM14 PE=2 SV=2;>sp|Q14142-3|TRI14_HUMAN Isoform 3 of Tripartite motif-containing protein 14 OS=Homo sapiens GN=TRIM14;>sp|Q14142-2|TRI14_HUMAN Isoform Beta of Tripartite mot	TRIM14	0.04739887	0.4966157	0.4131607	-0.2759784	0
Q14145;K7ESE0;K7EJ49;K7EJD8;K7EQX2	Q14145;K7ESE0;K7EJ49;K7EJD8	Kelch-like ECH-associated protein 1	KEAP1	>sp|Q14145|KEAP1_HUMAN Kelch-like ECH-associated protein 1 OS=Homo sapiens GN=KEAP1 PE=1 SV=2;>tr|K7ESE0|K7ESE0_HUMAN Kelch-like ECH-associated protein 1 (Fragment) OS=Homo sapiens GN=KEAP1 PE=1 SV=1;>tr|K7EJ49|K7EJ49_HUMAN Kelch-like ECH-associated protei	KEAP1	-0.3680483	NaN	0.04656085	-0.1324356	0
Q14146;Q5VYD0	Q14146	Unhealthy ribosome biogenesis protein 2 homolog	URB2	>sp|Q14146|URB2_HUMAN Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens GN=URB2 PE=2 SV=2	URB2	-0.06927024	-0.001111264	-0.05322425	-0.3416103	0
Q14147;H7C504	Q14147	Probable ATP-dependent RNA helicase DHX34	DHX34	>sp|Q14147|DHX34_HUMAN Probable ATP-dependent RNA helicase DHX34 OS=Homo sapiens GN=DHX34 PE=1 SV=2	DHX34	0.1047392	-0.2295853	NaN	NaN	0
Q14149;H0YHQ4;H0YIR5	Q14149	MORC family CW-type zinc finger protein 3	MORC3	>sp|Q14149|MORC3_HUMAN MORC family CW-type zinc finger protein 3 OS=Homo sapiens GN=MORC3 PE=1 SV=3	MORC3	0.2577348	0.03054793	-0.02814566	-0.08638485	0
Q14151;K7EQU4;Q14151-2;K7ERX3	Q14151	Scaffold attachment factor B2	SAFB2	>sp|Q14151|SAFB2_HUMAN Scaffold attachment factor B2 OS=Homo sapiens GN=SAFB2 PE=1 SV=1	SAFB2	-0.08994281	-0.09886085	0.166587	0.1023222	0
Q14152;Q14152-2	Q14152;Q14152-2	Eukaryotic translation initiation factor 3 subunit A	EIF3A	>sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1;>sp|Q14152-2|EIF3A_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A	EIF3A	0.2771516	0.1296127	0.04530324	0.02701252	0
Q14153-2;Q14153	Q14153-2;Q14153	Protein FAM53B	FAM53B	>sp|Q14153-2|FA53B_HUMAN Isoform 2 of Protein FAM53B OS=Homo sapiens GN=FAM53B;>sp|Q14153|FA53B_HUMAN Protein FAM53B OS=Homo sapiens GN=FAM53B PE=1 SV=2	FAM53B	NaN	NaN	NaN	NaN	0
Q14156-2;Q14156;Q14156-3;E5RJS1	Q14156-2;Q14156;Q14156-3	Protein EFR3 homolog A	EFR3A	>sp|Q14156-2|EFR3A_HUMAN Isoform 2 of Protein EFR3 homolog A OS=Homo sapiens GN=EFR3A;>sp|Q14156|EFR3A_HUMAN Protein EFR3 homolog A OS=Homo sapiens GN=EFR3A PE=1 SV=2;>sp|Q14156-3|EFR3A_HUMAN Isoform 3 of Protein EFR3 homolog A OS=Homo sapiens GN=EFR3A	EFR3A	0.1870075	0.387142	NaN	NaN	0
Q14157-4;Q14157-1;Q14157-3;F8W726;Q14157;Q14157-5;Q5VU77;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H0Y5H6;H7C2T8	Q14157-4;Q14157-1;Q14157-3;F8W726;Q14157;Q14157-5	Ubiquitin-associated protein 2-like	UBAP2L	>sp|Q14157-4|UBP2L_HUMAN Isoform 4 of Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L;>sp|Q14157-1|UBP2L_HUMAN Isoform 2 of Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L;>sp|Q14157-3|UBP2L_HUMAN Isoform 3 of Ubiquitin-associat	UBAP2L	0.3810618	0.2866446	0.07162537	0.1614362	0
Q14160;Q14160-3;Q14160-2;H0YCG0;Q5T0G3	Q14160;Q14160-3;Q14160-2	Protein scribble homolog	SCRIB	>sp|Q14160|SCRIB_HUMAN Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4;>sp|Q14160-3|SCRIB_HUMAN Isoform 3 of Protein scribble homolog OS=Homo sapiens GN=SCRIB;>sp|Q14160-2|SCRIB_HUMAN Isoform 2 of Protein scribble homolog OS=Homo sapiens GN=SCR	SCRIB	0.2648367	0.3141744	-0.01681849	-0.1505932	0
Q14161;Q14161-3;R4GNG3;Q14161-9;F8VXI9;Q14161-4;Q14161-5;Q14161-8;Q14161-7;Q14161-6;Q14161-10;F8WAK2;Q14161-11;Q14161-2;F8W822	Q14161;Q14161-3;R4GNG3;Q14161-9;F8VXI9;Q14161-4;Q14161-5;Q14161-8;Q14161-7;Q14161-6;Q14161-10;F8WAK2;Q14161-11	ARF GTPase-activating protein GIT2	GIT2	>sp|Q14161|GIT2_HUMAN ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2 PE=1 SV=2;>sp|Q14161-3|GIT2_HUMAN Isoform 3 of ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2;>tr|R4GNG3|R4GNG3_HUMAN ARF GTPase-activating protein GIT2 (Fragment)	GIT2	-0.1935687	0.04208399	0.1335635	0.08909126	0
Q14164-2;Q14164	Q14164-2;Q14164	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	IKBKE	>sp|Q14164-2|IKKE_HUMAN Isoform 2 of Inhibitor of nuclear factor kappa-B kinase subunit epsilon OS=Homo sapiens GN=IKBKE;>sp|Q14164|IKKE_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit epsilon OS=Homo sapiens GN=IKBKE PE=1 SV=1	IKBKE	NaN	NaN	NaN	NaN	0.00084674
Q14165;F5H1S8;H0YG07;F5GX14	Q14165;F5H1S8;H0YG07	Malectin	MLEC	>sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1;>tr|F5H1S8|F5H1S8_HUMAN Malectin (Fragment) OS=Homo sapiens GN=MLEC PE=1 SV=1;>tr|H0YG07|H0YG07_HUMAN Malectin (Fragment) OS=Homo sapiens GN=MLEC PE=1 SV=1	MLEC	-0.9231946	0.08065767	0.05102402	-0.005796869	0
Q14166;V9GY16	Q14166	Tubulin--tyrosine ligase-like protein 12	TTLL12	>sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens GN=TTLL12 PE=1 SV=2	TTLL12	-0.8341846	-0.6723587	-0.08548138	-0.08640019	0
Q14181;E9PIQ6;H0YDR7;Q14181-2	Q14181;E9PIQ6	DNA polymerase alpha subunit B	POLA2	>sp|Q14181|DPOA2_HUMAN DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2;>tr|E9PIQ6|E9PIQ6_HUMAN DNA polymerase alpha subunit B (Fragment) OS=Homo sapiens GN=POLA2 PE=1 SV=1	POLA2	-0.2425329	-0.1101839	0.145221	0.03998062	0
Q14185	Q14185	Dedicator of cytokinesis protein 1	DOCK1	>sp|Q14185|DOCK1_HUMAN Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2	DOCK1	NaN	NaN	NaN	NaN	0
Q5JSB5;Q14186;F5H452;Q5JSB6;Q14186-2	Q5JSB5;Q14186;F5H452;Q5JSB6;Q14186-2	Transcription factor Dp-1	TFDP1	>tr|Q5JSB5|Q5JSB5_HUMAN Transcription factor Dp-1 (Fragment) OS=Homo sapiens GN=TFDP1 PE=1 SV=3;>sp|Q14186|TFDP1_HUMAN Transcription factor Dp-1 OS=Homo sapiens GN=TFDP1 PE=1 SV=1;>tr|F5H452|F5H452_HUMAN Transcription factor Dp-1 OS=Homo sapiens GN=TFDP1 P	TFDP1	0.1407786	0.0618453	0.08678382	0.08773442	0
Q14191	Q14191	Werner syndrome ATP-dependent helicase	WRN	>sp|Q14191|WRN_HUMAN Werner syndrome ATP-dependent helicase OS=Homo sapiens GN=WRN PE=1 SV=2	WRN	0.1430015	0.006908315	NaN	NaN	0
Q14195-2;Q14195;H0YBT4;E9PD68;Q14194;Q14194-2;Q14117	Q14195-2;Q14195	Dihydropyrimidinase-related protein 3	DPYSL3	>sp|Q14195-2|DPYL3_HUMAN Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3 OS=Homo sapiens GN=DPYSL3;>sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens GN=DPYSL3 PE=1 SV=1	DPYSL3	NaN	NaN	0.3251561	0.2727398	0
Q14203-4;Q14203-6;Q14203;Q14203-3;E7EX90;Q14203-5;Q14203-2;Q6AWB1;E7EWF7;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0;C9J1B7	Q14203-4;Q14203-6;Q14203;Q14203-3;E7EX90;Q14203-5;Q14203-2;Q6AWB1	Dynactin subunit 1	DCTN1;DKFZp686E0752	>sp|Q14203-4|DCTN1_HUMAN Isoform 4 of Dynactin subunit 1 OS=Homo sapiens GN=DCTN1;>sp|Q14203-6|DCTN1_HUMAN Isoform 6 of Dynactin subunit 1 OS=Homo sapiens GN=DCTN1;>sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3;>sp|Q14203-3|DC	DCTN1;DKFZp686E0752	0.09666675	0.399554	-0.003336449	0.06281248	0
Q14204;H0YJ21	Q14204	Cytoplasmic dynein 1 heavy chain 1	DYNC1H1	>sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	DYNC1H1	0.1566554	0.2382977	0.06777637	0.1275012	0
Q14207;H0YET3	Q14207	Protein NPAT	NPAT	>sp|Q14207|NPAT_HUMAN Protein NPAT OS=Homo sapiens GN=NPAT PE=1 SV=3	NPAT	-0.09998913	-0.4872775	NaN	NaN	0
Q14232	Q14232	Translation initiation factor eIF-2B subunit alpha	EIF2B1	>sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens GN=EIF2B1 PE=1 SV=1	EIF2B1	NaN	NaN	NaN	2.533638	0.0013984
Q14241	Q14241	Transcription elongation factor B polypeptide 3	TCEB3	>sp|Q14241|ELOA1_HUMAN Transcription elongation factor B polypeptide 3 OS=Homo sapiens GN=TCEB3 PE=1 SV=2	TCEB3	0.2998307	0.167358	-0.06107444	-0.06476659	0
Q14244-6;Q14244;Q14244-7;A0A087WZ40;Q14244-3;Q14244-5;Q14244-2;Q14244-4	Q14244-6;Q14244;Q14244-7;A0A087WZ40;Q14244-3;Q14244-5;Q14244-2;Q14244-4	Ensconsin	MAP7	>sp|Q14244-6|MAP7_HUMAN Isoform 6 of Ensconsin OS=Homo sapiens GN=MAP7;>sp|Q14244|MAP7_HUMAN Ensconsin OS=Homo sapiens GN=MAP7 PE=1 SV=1;>sp|Q14244-7|MAP7_HUMAN Isoform 7 of Ensconsin OS=Homo sapiens GN=MAP7;>tr|A0A087WZ40|A0A087WZ40_HUMAN Ensconsin OS=Hom	MAP7	0.2342561	0.1354035	0.1787464	0.1385524	0
Q14247;Q14247-3;Q14247-2;H7C314;H0YCD9;H0YEV2;E9PKG3;E9PP90	Q14247;Q14247-3;Q14247-2	Src substrate cortactin	CTTN	>sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2;>sp|Q14247-3|SRC8_HUMAN Isoform 3 of Src substrate cortactin OS=Homo sapiens GN=CTTN;>sp|Q14247-2|SRC8_HUMAN Isoform 2 of Src substrate cortactin OS=Homo sapiens GN=CTTN	CTTN	0.8636214	0.9195307	0.2717842	0.1783641	0
Q14257;Q14257-2;A8MXP8;H0YL43	Q14257;Q14257-2;A8MXP8	Reticulocalbin-2	RCN2	>sp|Q14257|RCN2_HUMAN Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=1 SV=1;>sp|Q14257-2|RCN2_HUMAN Isoform 2 of Reticulocalbin-2 OS=Homo sapiens GN=RCN2;>tr|A8MXP8|A8MXP8_HUMAN Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=1 SV=1	RCN2	-0.1148005	-0.1338437	0.04739887	0.01063669	0
Q14258	Q14258	E3 ubiquitin/ISG15 ligase TRIM25	TRIM25	>sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2	TRIM25	-0.04036333	0.09220742	0.1187585	0.0647449	0
Q14289;Q14289-2;E9PBI4;E5RJ77;H0YB74;C9JHV9	Q14289;Q14289-2;E9PBI4	Protein-tyrosine kinase 2-beta	PTK2B	>sp|Q14289|FAK2_HUMAN Protein-tyrosine kinase 2-beta OS=Homo sapiens GN=PTK2B PE=1 SV=2;>sp|Q14289-2|FAK2_HUMAN Isoform 2 of Protein-tyrosine kinase 2-beta OS=Homo sapiens GN=PTK2B;>tr|E9PBI4|E9PBI4_HUMAN Protein-tyrosine kinase 2-beta OS=Homo sapiens GN=P	PTK2B	NaN	NaN	-0.1912279	-0.006419843	0
Q14315-2;Q14315	Q14315-2;Q14315	Filamin-C	FLNC	>sp|Q14315-2|FLNC_HUMAN Isoform 2 of Filamin-C OS=Homo sapiens GN=FLNC;>sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	FLNC	NaN	NaN	0.486251	0.2669964	0
